date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:57:27	85205/85205	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:49%20GMT	https://github.com/chartjs/Chart.js/blob/master/.htmllintrc	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/-4.html	(from https://github.com/chartjs/Chart.js)
16:57:28	270328/270328	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:50%20GMT	https://github.com/chartjs/Chart.js/commit/d2846864527898225bb8061cf24793101ef98dbf	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/commit/d2846864527898225bb8061cf24793101ef98dbf.html	(from https://github.com/chartjs/Chart.js)
16:57:30	126189/126189	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:51%20GMT	https://github.com/chartjs/Chart.js/pull/5382	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/pull/5382.html	(from https://github.com/chartjs/Chart.js)
16:57:31	82192/82192	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:53%20GMT	https://github.com/chartjs/Chart.js/blob/master/.npmignore	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/-5.html	(from https://github.com/chartjs/Chart.js)
16:57:32	90596/90596	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:54%20GMT	https://github.com/chartjs/Chart.js/commit/782b84ae944f74dd3ccddf35273ae6538a21c45a	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/commit/782b84ae944f74dd3ccddf35273ae6538a21c45a.html	(from https://github.com/chartjs/Chart.js)
16:57:33	99770/99770	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:55%20GMT	https://github.com/chartjs/Chart.js/blob/master/.travis.yml	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/.travis.html	(from https://github.com/chartjs/Chart.js)
16:57:34	144787/144787	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:56%20GMT	https://github.com/chartjs/Chart.js/commit/3cb2d7050e0976f92383beb48bee07e5d579a2c0	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/commit/3cb2d7050e0976f92383beb48bee07e5d579a2c0.html	(from https://github.com/chartjs/Chart.js)
16:57:36	95977/95977	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:58%20GMT	https://github.com/chartjs/Chart.js/pull/5875	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/pull/5875.html	(from https://github.com/chartjs/Chart.js)
16:57:37	76628/76628	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:27:59%20GMT	https://github.com/chartjs/Chart.js/commit/fcd463354bae115b4847272ba44f23c57cc0d6ed	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/commit/fcd463354bae115b4847272ba44f23c57cc0d6ed.html	(from https://github.com/chartjs/Chart.js)
16:57:39	89188/89188	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:01%20GMT	https://github.com/chartjs/Chart.js/pull/5053	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/pull/5053.html	(from https://github.com/chartjs/Chart.js)
16:57:40	84692/84692	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:02%20GMT	https://github.com/chartjs/Chart.js/blob/master/MAINTAINING.md	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/MAINTAINING.html	(from https://github.com/chartjs/Chart.js)
16:57:41	97826/97826	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:03%20GMT	https://github.com/chartjs/Chart.js/blob/master/README.md	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/README.html	(from https://github.com/chartjs/Chart.js)
16:57:42	89639/89639	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:04%20GMT	https://github.com/chartjs/Chart.js/blob/master/book.json	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/book.html	(from https://github.com/chartjs/Chart.js)
16:57:43	61988/61988	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:05%20GMT	https://github.com/chartjs/Chart.js/commit/be6660c63d10b54f4972170c4f3364b61bb9b9b3	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/commit/be6660c63d10b54f4972170c4f3364b61bb9b9b3.html	(from https://github.com/chartjs/Chart.js)
16:57:45	97309/97309	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:06%20GMT	https://github.com/chartjs/Chart.js/pull/5256	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/pull/5256.html	(from https://github.com/chartjs/Chart.js)
16:57:46	88495/88495	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:07%20GMT	https://github.com/chartjs/Chart.js/blob/master/composer.json	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/composer.html	(from https://github.com/chartjs/Chart.js)
16:57:47	147432/147432	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:09%20GMT	https://github.com/chartjs/Chart.js/blob/master/gulpfile.js	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/gulpfile.html	(from https://github.com/chartjs/Chart.js)
16:57:48	305048/305048	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:10%20GMT	https://github.com/chartjs/Chart.js/commit/2a97ec21c55c70f81b6c6f5d46979c273cc4c091	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/commit/2a97ec21c55c70f81b6c6f5d46979c273cc4c091.html	(from https://github.com/chartjs/Chart.js)
16:57:50	142813/142813	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:12%20GMT	https://github.com/chartjs/Chart.js/pull/5904	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/pull/5904.html	(from https://github.com/chartjs/Chart.js)
16:57:51	113443/113443	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:13%20GMT	https://github.com/chartjs/Chart.js/blob/master/karma.conf.js	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/karma.conf.html	(from https://github.com/chartjs/Chart.js)
16:57:52	112846/112846	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:14%20GMT	https://github.com/chartjs/Chart.js/blob/master/package.json	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/package.html	(from https://github.com/chartjs/Chart.js)
16:57:53	106304/106304	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:15%20GMT	https://github.com/chartjs/Chart.js/blob/master/rollup.config.js	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/rollup.config.html	(from https://github.com/chartjs/Chart.js)
16:57:54	6146/6146	---MCZ	200	added ('OK')	text/html	etag:fa5cdb118f679b0f4457dd0a0da778d4	https://travis-ci.org/chartjs/Chart.js	C:/Users/USER/Desktop/admin/admin1/travis-ci.org/chartjs/Chart.html	(from https://github.com/chartjs/Chart.js)
16:57:56	95471/95471	---MCZ	200	added ('OK')	text/html	etag:W/%229e68f9e4f6b76f06d9c49688d2c9981d%22	https://coveralls.io/github/chartjs/Chart.js?branch=master	C:/Users/USER/Desktop/admin/admin1/coveralls.io/github/chartjs/Chartc55c.html	(from https://github.com/chartjs/Chart.js)
16:57:57	10258/10258	---MCZ	200	added ('OK')	text/html	etag:W/%221c9b9add70515537aaf37a9066edd07d%22	https://codeclimate.com/github/chartjs/Chart.js	C:/Users/USER/Desktop/admin/admin1/codeclimate.com/github/chartjs/Chart.html	(from https://github.com/chartjs/Chart.js)
16:57:58	121/121	---MC-	302	error ('Found')	text/html	date:Fri,%2021%20Dec%202018%2011:28:20%20GMT	https://github.com/chartjs/Chart.js/releases/latest	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/releases/latest.207.delayed	(from https://github.com/chartjs/Chart.js)
16:57:59	90174/90174	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:21%20GMT	https://github.com/chartjs/Chart.js/releases/tag/v2.7.3	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/releases/tag/v2.7.html	(from https://github.com/chartjs/Chart.js)
16:57:59	16102/16102	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:21%20GMT	https://cdnjs.com/libraries/Chart.js	C:/Users/USER/Desktop/admin/admin1/cdnjs.com/libraries/Chart.html	(from https://github.com/chartjs/Chart.js)
16:58:01	89495/89495	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:22%20GMT	https://github.com/chartjs/Chart.js/blob/master/docs/developers/contributing.md	C:/Users/USER/Desktop/admin/admin1/github.com/chartjs/Chart.js/blob/master/docs/developers/contributing.html	(from https://github.com/chartjs/Chart.js)
16:58:01	2398/2398	---M--	200	added ('OK')	image/gif	etag:%22ff0db9570ff08ef6676623df43fa83f2%22	https://github.githubassets.com/images/spinners/octocat-spinner-16px.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/spinners/octocat-spinner-16px.gif	(from https://github.githubassets.com/assets/frameworks-08fc49d3bd2694c870ea23d0906f3610.css)
16:58:01	195/195	---M--	200	added ('OK')	image/png	etag:%22c46df028dd98d641908e50d6e9d2a3bd%22	https://github.githubassets.com/images/modules/ajax/success.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/ajax/success.png	(from https://github.githubassets.com/assets/frameworks-08fc49d3bd2694c870ea23d0906f3610.css)
16:58:01	218/218	---M--	200	added ('OK')	image/png	etag:%22dd5c45ac098e1f95f679e868203e1af5%22	https://github.githubassets.com/images/modules/ajax/error.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/ajax/error.png	(from https://github.githubassets.com/assets/frameworks-08fc49d3bd2694c870ea23d0906f3610.css)
16:58:02	314/314	---M--	200	added ('OK')	image/png	etag:%227a61a2d169efb5b62d0dca51d727629a%22	https://github.githubassets.com/images/modules/ajax/success@2x.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/ajax/success@2x.png	(from https://github.githubassets.com/assets/frameworks-08fc49d3bd2694c870ea23d0906f3610.css)
16:58:03	358/358	---M--	200	added ('OK')	image/png	etag:%225db005f6b988f54b5a4f0cc5484b0d55%22	https://github.githubassets.com/images/modules/ajax/error@2x.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/ajax/error@2x.png	(from https://github.githubassets.com/assets/frameworks-08fc49d3bd2694c870ea23d0906f3610.css)
16:58:03	2672/2672	---M--	200	added ('OK')	image/gif	etag:%22a064205fe7f5f9225c1a3e57521e86e5%22	https://github.githubassets.com/images/spinners/octocat-spinner-32-EAF2F5.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/spinners/octocat-spinner-32-EAF2F5.gif	(from https://github.githubassets.com/assets/frameworks-08fc49d3bd2694c870ea23d0906f3610.css)
16:58:03	2389/2389	---M--	200	added ('OK')	image/gif	etag:%223b0f084488e6b71dcca727c28d7b7e20%22	https://github.githubassets.com/images/spinners/octocat-spinner-16px-EAF2F5.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/spinners/octocat-spinner-16px-EAF2F5.gif	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:03	333/333	---M--	200	added ('OK')	image/png	etag:%2251d0dee815f142768f0f7c8527572703%22	https://github.githubassets.com/images/modules/pulls/progressive-disclosure-line@2x.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/pulls/progressive-disclosure-line@2x.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:04	90/90	---M--	200	added ('OK')	image/png	etag:%226425b7fc9d8e332e4a4417e4789c2ba7%22	https://github.githubassets.com/images/modules/pagehead/background-yellowhatch-v3.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/pagehead/background-yellowhatch-v3.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:05	1342/1342	---M--	200	added ('OK')	image/png	etag:%224ccbe24782dec3abbc331ecc0ebd77a1%22	https://github.githubassets.com/images/icons/twitter-white.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/icons/twitter-white.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:05	2524/2524	---M--	200	added ('OK')	image/png	etag:%22e733d1faa8fda7d4a26536c1272bba6b%22	https://github.githubassets.com/images/icons/twitter.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/icons/twitter.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:06	7884/7884	---M--	200	added ('OK')	image/gif	etag:%22d64dea47ee6fd90800ec546c2544abfb%22	https://github.githubassets.com/images/spinners/octocat-spinner-64.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/spinners/octocat-spinner-64.gif	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:06	1218/1218	---M--	200	added ('OK')	image/png	etag:%221e25c43e4cabce34a714250007c9f3d1%22	https://github.githubassets.com/images/modules/jobs/logo.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/jobs/logo.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:06	49/49	---M--	200	added ('OK')	image/gif	etag:%221c82a54930693dbd7ec7a81c9e09ad7e%22	https://github.githubassets.com/images/modules/commit/trans_bg.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/commit/trans_bg.gif	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:07	1095/1095	---M--	200	added ('OK')	image/gif	etag:%22876d02663fd24193d3dc2aa815fd125e%22	https://github.githubassets.com/images/modules/comments/closed_pattern.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/comments/closed_pattern.gif	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:07	11527/11527	---M--	200	added ('OK')	image/gif	etag:%22774660632e2a9e6708a2ceed5126a5e2%22	https://github.githubassets.com/images/spinners/octocat-spinner-128.gif	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/spinners/octocat-spinner-128.gif	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:08	20100/20100	---M--	200	added ('OK')	image/png	etag:%22174a240f26387b7ad034536c0d30d10d%22	https://github.githubassets.com/images/modules/orgs/dots-bg.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/orgs/dots-bg.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:08	4363/4363	---M--	200	added ('OK')	image/png	etag:%22f6a2be29bb4a57b90070571be893acce%22	https://github.githubassets.com/images/modules/settings/2fa_guide.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/settings/2fa_guide.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:08	10526/10526	---M--	200	added ('OK')	image/png	etag:%2270b6ae88cb2f004462bc610aa642acb2%22	https://github.githubassets.com/images/modules/settings/2fa_guide@2x.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/settings/2fa_guide@2x.png	(from https://github.githubassets.com/assets/github-70eb9e0a76b2f9f2f6f6806f031fcdfa.css)
16:58:09	27949/27949	---M--	200	added ('OK')	image/png	etag:%22485f4df8aad4dd9cf559fc5edc1b9a9a%22	https://github.githubassets.com/images/modules/site/netneutrality/netneutrality.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/site/netneutrality/netneutrality.png	(from https://github.githubassets.com/assets/site-1db8be7ffcb46f27cfd31a2813fb8aee.css)
16:58:09	9532/9532	---M--	200	added ('OK')	image/png	etag:%22108cbe1d8b4675d419b814328681b0a4%22	https://github.githubassets.com/images/modules/site/illflow_window_ui.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/site/illflow_window_ui.png	(from https://github.githubassets.com/assets/site-1db8be7ffcb46f27cfd31a2813fb8aee.css)
16:58:10	9267/9267	---M--	200	added ('OK')	image/png	etag:%22d4dc4eda0f82a763b79aef091091e6af%22	https://github.githubassets.com/images/modules/site/business-security-illflow-bg.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/site/business-security-illflow-bg.png	(from https://github.githubassets.com/assets/site-1db8be7ffcb46f27cfd31a2813fb8aee.css)
16:58:10	99909/99909	---M--	200	added ('OK')	image/png	etag:%2275c0f64ad08dc8036a4daacb75cd9c0f%22	https://github.githubassets.com/images/modules/site/site-signup-prompt.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/site/site-signup-prompt.png	(from https://github.githubassets.com/assets/site-1db8be7ffcb46f27cfd31a2813fb8aee.css)
16:58:11	1095/1095	---MCZ	200	added ('OK')	text/plain	etag:W/%225c1cb6e9-7bde%22	https://github.com/robots.txt		(from https://github.com/morrisjs/morris.js)
16:58:12	550/550	---MCZ	200	added ('OK')	text/xml	etag:W/%225c1cb777-226%22	https://github.com/opensearch.xml	C:/Users/USER/Desktop/admin/admin1/github.com/opensearch.xml	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:12	7038/7038	---M--	200	added ('OK')	image/png	etag:%227daa31312757d3e58f7a27b726970eed%22	https://github.githubassets.com/images/modules/open_graph/github-logo.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/open_graph/github-logo.png	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:12	22772/22772	---M--	200	added ('OK')	image/png	etag:%2209f5c6ae0d73877c4fc2595170735ff9%22	https://github.githubassets.com/images/modules/open_graph/github-mark.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/open_graph/github-mark.png	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:12	34098/34098	---M--	200	added ('OK')	image/png	etag:%221e6b64cf13587210e41b79fd2086c266%22	https://github.githubassets.com/images/modules/open_graph/github-octocat.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/open_graph/github-octocat.png	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:14	14079/14079	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:35%20GMT	https://github.com/login	C:/Users/USER/Desktop/admin/admin1/github.com/login.html	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:15	812/812	---MC-	200	added ('OK')	application/manifest+json	date:Fri,%2021%20Dec%202018%2011:28:36%20GMT	https://github.com/manifest.json	C:/Users/USER/Desktop/admin/admin1/github.com/manifest.json	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:15	13556/13556	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:37%20GMT	https://github.com/password_reset	C:/Users/USER/Desktop/admin/admin1/github.com/password_reset.html	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:16	54695/54695	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:38%20GMT	https://github.com/join?return_to=%2Fmorrisjs%2Fmorris.js&source=login	C:/Users/USER/Desktop/admin/admin1/github.com/joind331.html	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:17	123/123	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Dec%202018%2011:28:39%20GMT	https://github.com/site/terms	C:/Users/USER/Desktop/admin/admin1/github.com/site/terms.22a.delayed	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:18	124/124	---MC-	302	error ('Found')	text/html	date:Fri,%2021%20Dec%202018%2011:28:40%20GMT	https://github.com/site/privacy	C:/Users/USER/Desktop/admin/admin1/github.com/site/privacy.22b.delayed	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:19	57209/57209	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:41%20GMT	https://github.com/contact	C:/Users/USER/Desktop/admin/admin1/github.com/contact.html	(from https://github.com/login?return_to=%2Fmorrisjs%2Fmorris.js)
16:58:20	21/21	---MCZ	404	error ('Not%20Found')	application/json	date:Fri,%2021%20Dec%202018%2011:28:42%20GMT	https://github.com/morrisjs/morris.js/morrisjs/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/morrisjs/morris.22d.delayed	(from https://github.com/morrisjs/morris.js/watchers)
16:58:21	132736/132736	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:43%20GMT	https://github.com/morrisjs/morris.js/watchers?page=2	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/watchers4658.html	(from https://github.com/morrisjs/morris.js/watchers)
16:58:23	130447/130447	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:45%20GMT	https://github.com/morrisjs/morris.js/watchers?page=3	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/watchers9ba9.html	(from https://github.com/morrisjs/morris.js/watchers)
16:58:24	129627/129627	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:46%20GMT	https://github.com/morrisjs/morris.js/watchers?page=4	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/watchersfdb0.html	(from https://github.com/morrisjs/morris.js/watchers)
16:58:26	130955/130955	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:47%20GMT	https://github.com/morrisjs/morris.js/watchers?page=5	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/watchersaf4d.html	(from https://github.com/morrisjs/morris.js/watchers)
16:58:27	78232/78232	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:48%20GMT	https://github.com/morrisjs/morris.js/watchers?page=6	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/watchersc575.html	(from https://github.com/morrisjs/morris.js/watchers)
16:58:27	172/172	---MC-	302	error ('Found')	text/html	date:Fri,%2021%20Dec%202018%2011:28:49%20GMT	https://github.com/morrisjs/morris.js/stargazers/you_know	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/stargazers/you_know.233.delayed	(from https://github.com/morrisjs/morris.js/stargazers)
16:58:29	131037/131037	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:51%20GMT	https://github.com/morrisjs/morris.js/stargazers?page=2	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/stargazers4658.html	(from https://github.com/morrisjs/morris.js/stargazers)
16:58:30	21/21	---MCZ	404	error ('Not%20Found')	application/json	date:Fri,%2021%20Dec%202018%2011:28:52%20GMT	https://github.com/morrisjs/morris.js/network/morrisjs/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/network/morrisjs/morris.235.delayed	(from https://github.com/morrisjs/morris.js/network/members)
16:58:31	47189/47189	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:53%20GMT	https://github.com/morrisjs/morris.js/graphs/commit-activity	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/graphs/commit-activity.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:32	47175/47175	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:54%20GMT	https://github.com/morrisjs/morris.js/graphs/code-frequency	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/graphs/code-frequency.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:34	65452/65452	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:55%20GMT	https://github.com/morrisjs/morris.js/network/dependencies	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/network/dependencies.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:35	46153/46153	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:56%20GMT	https://github.com/morrisjs/morris.js/network	C:/Users/USER/Desktop/admin/admin1/github.com/morrisjs/morris.js/network.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:36	82/82	---M--	200	added ('OK')	image/png	etag:%22b6d53015f25a00f92909deb2067a7601%22	https://github.githubassets.com/images/modules/network/t.png	C:/Users/USER/Desktop/admin/admin1/github.githubassets.com/images/modules/network/t.png	(from https://github.com/morrisjs/morris.js/network/members)
16:58:37	127465/127465	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:28:59%20GMT	https://github.com/18098924759/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/18098924759/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:38	120690/120690	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:00%20GMT	https://github.com/2089764/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/2089764/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:39	122089/122089	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:01%20GMT	https://github.com/2eron/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/2eron/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:40	126728/126728	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:02%20GMT	https://github.com/3issamben/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/3issamben/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:42	127053/127053	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:04%20GMT	https://github.com/7040210/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/7040210/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:43	126250/126250	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:05%20GMT	https://github.com/a1ip/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/a1ip/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:44	126865/126865	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:06%20GMT	https://github.com/a695941448/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/a695941448/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
16:58:45	127468/127468	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Dec%202018%2011:29:07%20GMT	https://github.com/aaronfranco/morris.js	C:/Users/USER/Desktop/admin/admin1/github.com/aaronfranco/morris.html	(from https://github.com/morrisjs/morris.js/network/members)
